Geo,Year,EcoProp,ImpProp
2074.02,2019,1,0.009
2074.02,2045,1,0.009
2075.01,2019,1,0
2075.01,2045,1,0
2075.02,2019,1,0
2075.02,2045,1,0.009
2076.01,2019,1,0.009
2076.01,2045,1,0.009
2076.02,2019,1,0.009
2076.02,2045,1,0.009
2076.03,2019,1,0.009
2076.03,2045,1,0.009
2077,2019,1,0
2077,2045,1,0
2078,2019,1,0
2078,2045,1,0
2079.01,2019,1,0.009
2079.01,2045,1,0.009
2079.02,2019,1,0
2079.02,2045,1,0
2080.01,2019,1,0
2080.01,2045,1,0
2080.02,2019,1,0.009
2080.02,2045,1,0.009
2080.03,2019,1,0
2080.03,2045,1,0
2080.04,2019,1,0
2080.04,2045,1,0
2081,2019,1,0.009
2081,2045,1,0.009
2082,2019,1,0.009
2082,2045,1,0.009
2083,2019,1,0.009
2083,2045,1,0.009
2084,2019,1,0.009
2084,2045,1,0.009
2085.01,2019,1,0
2085.01,2045,1,0
2085.02,2019,1,0.009
2085.02,2045,1,0.009
2086.01,2019,1,0
2086.01,2045,1,0
2086.02,2019,1,0
2086.02,2045,1,0
2086.03,2019,1,0
2086.03,2045,1,0
2087,2019,1,0
2087,2045,1,0
2088,2019,1,0
2088,2045,1,0
2089.01,2019,1,0
2089.01,2045,1,0
2089.02,2019,1,0
2089.02,2045,1,0
2089.03,2019,1,0
2089.03,2045,1,0
2089.04,2019,1,0
2089.04,2045,1,0
2090,2019,1,0
2090,2045,1,0
2091,2019,1,0
2091,2045,1,0
2092,2019,1,0
2092,2045,1,0
2093,2019,1,0
2093,2045,1,0
2094,2019,1,0
2094,2045,1,0
2095,2019,1,0
2095,2045,1,0
2096.01,2019,1,0
2096.01,2045,1,0
2096.02,2019,1,0
2096.02,2045,1,0.009
2097,2019,1,0.009
2097,2045,1,0.009
2098,2019,1,0.009
2098,2045,1,0.009
2099.01,2019,1,0.009
2099.01,2045,1,0.009
2099.02,2019,1,0
2099.02,2045,1,0
2100,2019,1,0
2100,2045,1,0
2101,2019,1,0
2101,2045,1,0
2102,2019,1,0
2102,2045,1,0
2103,2019,1,0
2103,2045,1,0
2104,2019,1,0
2104,2045,1,0
2105,2019,1,0
2105,2045,1,0
2106,2019,1,0.009
2106,2045,1,0.009
2107,2019,1,0
2107,2045,1,0
2108,2019,1,0
2108,2045,1,0.009
2109,2019,1,0
2109,2045,1,0.009
2110,2019,1,0
2110,2045,1,0.009
2111.01,2019,1,0.009
2111.01,2045,1,0.009
2111.02,2019,1,0
2111.02,2045,1,0
2112.01,2019,1,0
2112.01,2045,1,0
2112.02,2019,1,0
2112.02,2045,1,0
2112.03,2019,1,0
2112.03,2045,1,0
2112.04,2019,1,0
2112.04,2045,1,0
2112.05,2019,1,0.009
2112.05,2045,1,0.009
2112.06,2019,1,0
2112.06,2045,1,0
2113,2019,1,0
2113,2045,1,0
2114.01,2019,1,0
2114.01,2045,1,0
2114.02,2019,1,0
2114.02,2045,1,0
2114.03,2019,1,0.009
2114.03,2045,1,0.009
2115.01,2019,1,0
2115.01,2045,1,0
2115.02,2019,1,0
2115.02,2045,1,0
2116.01,2019,1,0
2116.01,2045,1,0
2116.02,2019,1,0
2116.02,2045,1,0
2117.01,2019,1,0
2117.01,2045,1,0
2117.02,2019,1,0
2117.02,2045,1,0
2118,2019,1,0.009
2118,2045,1,0.009
2119,2019,1,0
2119,2045,1,0
2120,2019,1,0
2120,2045,1,0
2121,2019,1,0
2121,2045,1,0
2122,2019,1,0
2122,2045,1,0
2123,2019,1,0
2123,2045,1,0
2124,2019,1,0
2124,2045,1,0
2125,2019,1,0
2125,2045,1,0
2126,2019,1,0.009
2126,2045,1,0.009
2127,2019,1,0.009
2127,2045,1,0.009
2128,2019,1,0.009
2128,2045,1,0.009
2129,2019,1,0
2129,2045,1,0
2130,2019,1,0.009
2130,2045,1,0.009
2131,2019,1,0
2131,2045,1,0
2132,2019,1,0
2132,2045,1,0
2133,2019,1,0.009
2133,2045,1,0.009
2134,2019,1,0.009
2134,2045,1,0.009
2135,2019,1,0.009
2135,2045,1,0.009
2136,2019,1,0
2136,2045,1,0
2137,2019,1,0.009
2137,2045,1,0.009
2138,2019,1,0.009
2138,2045,1,0.009
2139,2019,1,0.009
2139,2045,1,0.009
2140,2019,1,0.009
2140,2045,1,0.009
2141,2019,1,0
2141,2045,1,0
2142,2019,1,0.009
2142,2045,1,0.009
2143,2019,1,0.009
2143,2045,1,0.009
2144,2019,1,0.009
2144,2045,1,0.009
2145,2019,1,0.009
2145,2045,1,0.009
2146,2019,1,0.009
2146,2045,1,0.009
2147,2019,1,0.009
2147,2045,1,0.009
2148,2019,1,0.009
2148,2045,1,0.009
2149,2019,1,0
2149,2045,1,0
2150,2019,1,0.009
2150,2045,1,0.009
2151,2019,1,0
2151,2045,1,0
2152,2019,1,0
2152,2045,1,0
2153,2019,1,0
2153,2045,1,0
2154,2019,1,0
2154,2045,1,0
2155,2019,1,0
2155,2045,1,0
2156,2019,1,0
2156,2045,1,0
2157,2019,1,0
2157,2045,1,0
2158,2019,1,0
2158,2045,1,0
2159,2019,1,0
2159,2045,1,0
